Frontal_logbp_delta,Frontal_relbp_delta,Frontal_logbp_theta,Frontal_relbp_theta,Frontal_logbp_alpha,Frontal_relbp_alpha,Frontal_logbp_beta,Frontal_relbp_beta,Frontal_theta_beta,Frontal_alpha_theta,Central_logbp_delta,Central_relbp_delta,Central_logbp_theta,Central_relbp_theta,Central_logbp_alpha,Central_relbp_alpha,Central_logbp_beta,Central_relbp_beta,Central_theta_beta,Central_alpha_theta,Parietal_logbp_delta,Parietal_relbp_delta,Parietal_logbp_theta,Parietal_relbp_theta,Parietal_logbp_alpha,Parietal_relbp_alpha,Parietal_logbp_beta,Parietal_relbp_beta,Parietal_theta_beta,Parietal_alpha_theta,Occipital_logbp_delta,Occipital_relbp_delta,Occipital_logbp_theta,Occipital_relbp_theta,Occipital_logbp_alpha,Occipital_relbp_alpha,Occipital_logbp_beta,Occipital_relbp_beta,Occipital_theta_beta,Occipital_alpha_theta,label,subject
-22.075163510699472,0.28067685052679286,-22.64473179765405,0.08202404436036691,-21.895311379487755,0.3708193664435576,-22.57715163490078,0.10012038954549539,0.2961947359359534,1.4326768914348547,-22.265747195774487,0.18373767278317452,-22.652477391386032,0.0730476478121699,-21.738303488005197,0.4234588281313107,-22.318512232799204,0.16599930625437734,0.22312437682974368,1.8063054881526053,-22.51444730216841,0.08258444341316258,-22.677544267422707,0.05154077309982799,-21.208428416323947,0.6377826307325851,-22.400525139869696,0.10747547623596933,0.22295292345826645,3.639509093677847,-21.46420493734011,0.33373146948864807,-22.57861669551646,0.04996947921814539,-21.237966009227616,0.44095132179525726,-22.327022155642634,0.08961107593537825,0.2803926857199876,3.1821351906456328,1,3
-22.550917371234146,0.13205674787856675,-22.68515884099708,0.08817875029811587,-21.909046305710202,0.4464277492707631,-22.578256742224557,0.12263677628690553,0.25944963204603194,1.4617304465082273,-22.68362337042729,0.05897034221457414,-22.74879243826507,0.04613278990451732,-21.39364692361037,0.594664226553174,-22.27508678823847,0.16164770355132435,0.1506847788964775,3.1193149646817284,-22.78618152111425,0.03593285440569369,-22.801426058150636,0.033381963651278816,-21.189717701867554,0.6995062975067139,-22.46746518742783,0.09922255147302708,0.14394991444864147,4.212389516239937,-22.60264780452466,0.06243802583647522,-22.670044460349356,0.05064440624948696,-21.21917239903674,0.6032542562270299,-22.229937405528304,0.144167165903473,0.19279858475837694,3.566225637803549,1,3
-22.750116676532386,0.16140021395752266,-22.920141439543517,0.0566805714970912,-22.65928452523514,0.22508361218871,-22.936253221753915,0.047649854635639775,0.1019433505954683,0.3983559433883679,-22.762969359781124,0.18009397250306333,-22.957487971454373,0.04237946451935961,-22.810332266130573,0.1440554108839953,-22.965335671995906,0.037366041996438816,0.06659916753381386,0.22461290160924716,-22.775337160375294,0.13596488757825703,-22.92863412270516,0.04876233372302441,-22.539255171950476,0.299343046059383,-22.94120422474806,0.04218735155440961,0.09381259049471762,0.5687045381004717,-22.859693330850035,0.05588226638379868,-22.843481559363173,0.061848366862140625,-22.041221427536204,0.5183941538304684,-22.856453880731213,0.057066697796702336,0.16888316859214555,1.3972831434450301,0,4
-22.616264299294958,0.27281237285064847,-22.947342500972034,0.04401714594734589,-22.83942487790176,0.11044941156293354,-22.95817382185273,0.037736945472808966,0.07632800455941376,0.18946170996774547,-22.86740499715333,0.12572020267735087,-22.97549702647298,0.037816115651992784,-22.933869856448446,0.07054864553116962,-22.979206615246873,0.03496475208825754,0.049289664996541596,0.09161288822951691,-22.828711957020495,0.1305948943017288,-22.974888402264863,0.0313333491316737,-22.730366871834146,0.20602450804085953,-22.96396552774559,0.0382594084843711,0.049145961987734126,0.3266958761568171,-22.70690147638022,0.15774827773043484,-22.918519454922023,0.04757587216489743,-22.444719854049474,0.3309052170189958,-22.91792178996633,0.047855348816674775,0.10171130901167669,0.7078572131893764,1,4
-22.81963389898292,0.12890772048889823,-22.91994700652655,0.06288070721489789,-22.713801866823047,0.2061340752076332,-22.959287037145764,0.038741705955490494,0.1045209619204001,0.3294204919369569,-22.79363154383133,0.1685292351298864,-22.97227836130234,0.03548159500962456,-22.855312793011183,0.11988232228472273,-22.97515807767922,0.03352560599945896,0.05231327543670377,0.1762435697474908,-22.844418361784157,0.1035293562019498,-22.93548727402047,0.049217431221962614,-22.57497144764942,0.29647998042901696,-22.955665118550556,0.03783853352426257,0.08816220678023634,0.5204700651818238,-22.914918954262287,0.04107478780765068,-22.89432990198281,0.049212444731576425,-22.114860708312143,0.5205412653544573,-22.90936605392489,0.04325305287693566,0.125106205708002,1.3035537950246106,0,4
-22.799812431808192,0.14597875230226617,-22.944580813285075,0.0487301111601089,-22.746530925595405,0.1854666937555942,-22.95177595124143,0.04425429493327484,0.0786190192991533,0.29707858134711057,-22.783197488715388,0.17461680064135343,-22.966575111321,0.03882896438939554,-22.853124852081862,0.11988027364383744,-22.97430714288915,0.03363257174493213,0.0579999391441876,0.17768938214842872,-22.88892204966111,0.07701975515868083,-22.973276236107417,0.028332006734559996,-22.5453419664822,0.3237776527946203,-22.937167785503902,0.048671508672476146,0.0494001899206765,0.5853017915192178,-22.881833825763092,0.05670083889283621,-22.951199911621043,0.02837096289384909,-22.16841277249947,0.4967566574953486,-22.891950324897973,0.052445752294331835,0.06779451265761009,1.259493504754914,1,4
-22.72046681570292,0.16386492060254532,-22.89603673106541,0.06359981431776714,-22.555424795127145,0.27560071852759543,-22.94133372805149,0.04046383074556314,0.12738272570421702,0.5275489943943555,-22.81438264674971,0.1427586184154783,-22.953686267670818,0.0453646540688931,-22.78163377243391,0.16769279606941948,-22.95536159124997,0.04427395710527978,0.06973905256888026,0.2573624971833386,-22.90174429691869,0.06132187732982818,-22.92670558400588,0.04836950990127654,-22.430621305940665,0.37750419404329233,-22.92170505717359,0.050938442420487604,0.0939181122065577,0.7366668884256955,-22.84844811659762,0.04666022113959699,-22.767247368408857,0.07094036901565695,-21.763420858982773,0.6091171596994119,-22.841998975239807,0.04851735210919231,0.24555746794487088,1.956574221644447,0,4
-22.686710674005827,0.25441595801659944,-22.965008373851944,0.03953015964088186,-22.95147469236604,0.0486549730597085,-22.98364087509318,0.027167913951959385,0.06013878296130482,0.07265429796584073,-22.674320754549463,0.27635612433419354,-22.99837267094767,0.01827715271157649,-22.978643967583128,0.0317129088456222,-22.998571426340998,0.018143139301966038,0.027109553575684307,0.0470287663178088,-22.808382022476806,0.16331525970909103,-22.978624193061243,0.03251133629167713,-22.88101847854491,0.1047723609117139,-22.98342865413998,0.029133306312343475,0.04635106245989815,0.14865689330179827,-22.797300014551194,0.16939259169864976,-22.953835826617187,0.04925981050930698,-22.898367917361316,0.08969461613863115,-22.975476371066886,0.03408264537114775,0.07100319950493321,0.12651825367694963,0,4
-22.776063232055822,0.13508306790145144,-22.941047134692834,0.04213286782300391,-22.607734350541314,0.24712111018923869,-22.851379288472547,0.09074490940177521,0.07433412914798972,0.4768912281296885,-22.876757285009976,0.10013794005441642,-22.95350285920627,0.04672980055198566,-22.8104529138378,0.14969803681831687,-22.919843218715418,0.06965016489633173,0.06748282999597766,0.22358036496411302,-22.82278317508596,0.11998259304990988,-22.954328996822444,0.039509208288234086,-22.674388343735416,0.22442278207512334,-22.88033301234549,0.08347071451698122,0.06410102411009037,0.39207543283006857,-22.890179762898725,0.041569526685403785,-22.92606374097107,0.030020460072691924,-21.91967326922782,0.5786860199622588,-22.81820973756772,0.06602007389586491,0.08526014149067618,1.830678556958892,1,5
-22.370057320104298,0.30347620025961547,-22.87780251621001,0.052257389614703276,-22.472507660289725,0.24203451008303675,-22.821090104825988,0.07441622654700755,0.13002358004098805,0.6373552810110806,-22.863297659760672,0.10233553598215239,-22.95651253041493,0.04162671794873208,-22.754671344287942,0.18060406314416896,-22.883722518255986,0.08854496936973767,0.06228620446196742,0.2906427632961767,-22.829664827102366,0.1069747087504359,-22.95748316446979,0.03492184489083213,-22.579680959885724,0.2775214461103827,-22.856924126575922,0.09082641129078746,0.05976100013779193,0.5251573681142603,-22.836119619811875,0.04746338829266298,-22.85259437780938,0.042975782908085534,-21.71111471442173,0.6187840329516036,-22.744414240381555,0.07384058917014769,0.14276722019691693,2.2904765075497657,1,5
-22.356179037269442,0.35080447944142834,-22.836293298865066,0.07678100884550998,-22.712177812518707,0.13554083054158195,-22.850862816725275,0.07034954651258607,0.17520917134233088,0.30482157503333124,-22.834394642894488,0.13330965136454873,-22.945668851713574,0.05274236667523689,-22.871010116176983,0.10580279071902347,-22.913996839196788,0.07476902379018475,0.07464957586471263,0.15456808778714182,-22.86963566674994,0.09695735822004267,-22.938544373000017,0.05231632847156521,-22.72622028228608,0.20034000436282776,-22.894969169837946,0.08018696359207887,0.08003905217969673,0.3201524490790972,-22.851691338600283,0.08092076903791254,-22.880780327583985,0.0664060212009123,-22.413934702959025,0.3589783172362553,-22.86874064317921,0.07236238304337043,0.13342270112917445,0.7299939399549983,0,5
-22.45961952097184,0.2782233163418814,-22.879630627565724,0.057517958089796574,-22.56821860230551,0.21199764699442203,-22.826423205185286,0.08062464015732214,0.12898389113024938,0.5013843165235755,-22.86913559627436,0.1028495111412116,-22.937422215839586,0.05604707584614283,-22.812893049183916,0.14387104018372868,-22.903646132344374,0.07879723951169798,0.08182084937774915,0.2172466933048827,-22.85602353786416,0.09512635037962956,-22.937260210170518,0.04760595041825432,-22.613333687458894,0.2624145056506414,-22.883625743053795,0.07854527506893653,0.08035258584147083,0.4673256392621129,-22.895899527267336,0.044591867084667454,-22.887854114403194,0.047547729911556286,-22.095882749888425,0.49305710086433935,-22.770419977730285,0.09351261619970871,0.1146164574954589,1.3366429423715307,1,5
-22.642730545672023,0.22432567498110062,-22.91142865146333,0.05824937894940091,-22.787995841683692,0.1290276048338549,-22.847239346993014,0.0939656455552367,0.10139672753233638,0.23949273062714863,-22.853191606623735,0.12343653805289055,-22.953061612672784,0.04945285861038635,-22.887232093493342,0.09738509355929958,-22.924013613078774,0.07021504447433176,0.06819336668904702,0.1382479190198611,-22.899523385183954,0.08145606231171176,-22.97087094793373,0.03419030526879699,-22.75674347018137,0.18679974850719358,-22.888249418644033,0.08923813787625827,0.04925365519080145,0.2922764668136528,-22.867567641719646,0.0708216330806557,-22.93370855737143,0.03985917502913864,-22.387919410991564,0.3685914608826867,-22.796739324484278,0.10632963707421858,0.07675727909683944,0.8139945879455714,1,5
-22.54784768748906,0.2654245229076704,-22.930804314141188,0.04318426965253252,-22.68722181001141,0.17454847891890365,-22.869954029188207,0.07306613193327585,0.0853167032890308,0.36648102891212253,-22.86292651180664,0.11395582418775702,-22.961616727148893,0.04272487578482047,-22.8558940425732,0.11930497106196114,-22.92149825710511,0.07083567489535617,0.05976810534749803,0.17372825203426645,-22.794692417344255,0.13422325815203895,-22.952679320878648,0.039181806607162216,-22.640425158897184,0.24270330288083675,-22.899979522636443,0.0692312759365735,0.06693653726497657,0.4370606459557004,-22.81357863807118,0.08783817493698062,-22.950290616925532,0.029153140796726693,-22.23057716689451,0.45130876459788316,-22.852917449486213,0.07012174598986756,0.06602383016726346,1.1266207920244176,1,5
-22.689713456364817,0.16015149859472833,-22.92283556674799,0.043495426645627784,-22.46222852578901,0.30345246505076096,-22.840543410428364,0.08160811433297833,0.09015410022315133,0.6829227606714646,-22.930727130845607,0.06249775698377654,-22.95597001917723,0.04532909140892346,-22.761745197775,0.1892974545538934,-22.924399849798615,0.06686954595057167,0.06539758675145363,0.28186440388403733,-22.873015751398174,0.06963417690239852,-22.962193065663186,0.027716430302776193,-22.34327555049502,0.4128166146231691,-22.880561134691355,0.06594093183222871,0.05683946270392881,0.9185908897105355,-22.85752099081716,0.042567063086070125,-22.9069238427947,0.02932302023486523,-21.709516585768657,0.6338202693652546,-22.78471229941116,0.06331817820380971,0.09922844872717906,2.4236473269892067,1,5
-22.734832590872813,0.1372490069101853,-22.906222010109147,0.051633999329969024,-22.523604336134564,0.2650922965818706,-22.734147189353717,0.13762169466171942,0.09492637205070432,0.5788677716927634,-22.810662080175064,0.13755766014855342,-22.961800630129968,0.03789688212462543,-22.791942113115194,0.15098319125718493,-22.873134085805646,0.09453021990574635,0.05677794421135002,0.24717934347081408,-22.86007829967995,0.08360844142549172,-22.93884023558143,0.042154779672718176,-22.50049803883265,0.32044684146287933,-22.83930452264489,0.09509715622752285,0.07543756852990531,0.6334679755077671,-22.870840866369758,0.045537192764772846,-22.896027918781037,0.03764947835770858,-21.877737348344446,0.5845242137806756,-22.801530303154884,0.06829700126093433,0.11077101038987679,1.8902073746198464,1,5
-22.63019888142062,0.2232664445061716,-22.9399475783032,0.04126326492884703,-22.747808222461526,0.14745246030831916,-22.812839470592362,0.10920558595441071,0.07249158731539812,0.29415646260954365,-22.888646069225032,0.09822748959576236,-22.969015563364554,0.03906142220232674,-22.875154603597814,0.1086340848707663,-22.916031785254756,0.07753048270825488,0.05239923081124375,0.1536574186076769,-22.90289602525491,0.07201102023929372,-22.963649025495396,0.03532327152303371,-22.641835344346475,0.2576809310436504,-22.88753002040307,0.08164888472905227,0.05588672455681219,0.43993456194635994,-22.884728479568533,0.06175784952627014,-22.948302744095837,0.03285573711665155,-22.332680919476225,0.4074846102667099,-22.833846921268318,0.0862505191173262,0.06654777690453796,0.9254246862552454,1,5
-22.80403229996157,0.12475996757801092,-22.923136543415414,0.054343330015694274,-22.713282863928875,0.18433351689537836,-22.810598347480916,0.12065572011621298,0.08722546829231488,0.3311128908549586,-22.922820433511948,0.07044163663059881,-22.96719691729825,0.03920986276198413,-22.84585951564261,0.12800333835577857,-22.881715176233946,0.10063407573987726,0.05229969731412356,0.18597278631760217,-22.92931628638976,0.061029519628997005,-22.939961374386865,0.05400704591912286,-22.74202559943409,0.1976358339579354,-22.897222681524873,0.08265952087319219,0.07886094560322925,0.30118852841465626,-22.895914520227162,0.05761951720315963,-22.918013491865597,0.04728403406669185,-22.365520310443998,0.3884456159253848,-22.816771903476372,0.09656507738473624,0.09238356305680834,0.8398061951185462,0,5
-22.747815978252145,0.1454891842442904,-22.936889774500536,0.04222990696657503,-22.596115897821843,0.24367557646390206,-22.82313752253658,0.10200073790235842,0.07596682417205786,0.49115415650984956,-22.85496038779338,0.11495947342213182,-22.951005640917913,0.047941131728834234,-22.80381923569361,0.15335934874481008,-22.924936634515234,0.06549983686811749,0.07025734916700593,0.23068287685229774,-22.915643532808467,0.05462723723282071,-22.957968037827726,0.03293303840661027,-22.440516898984956,0.373024346856233,-22.890781157510116,0.06780563349023216,0.06136549555789502,0.7433759646727417,-22.88535538406637,0.04525101138746765,-22.944074850062712,0.02556260600256783,-21.971670709573065,0.5608595657398575,-22.830761229094534,0.06462289608755672,0.07010974085957657,1.7228158049436224,1,5
-22.701255593284642,0.1940280355005841,-22.93143476666394,0.050100512192775004,-22.78462809304914,0.13803335619714452,-22.83854502133088,0.10422968347114224,0.08210392795948102,0.24822602949106892,-22.886425865635413,0.09164576303348486,-22.955127782028853,0.044890401093362294,-22.8294083672839,0.13296418955920275,-22.858713933958214,0.1114333967112315,0.06200443444350565,0.20224414507939778,-22.85707566650436,0.11069530504886113,-22.9820919125153,0.02693148821806563,-22.769710795190992,0.1757682029232805,-22.89700900179278,0.0827925437222199,0.03932321547086425,0.2794344977494558,-22.82694422766506,0.10308954336572256,-22.958186444975546,0.03279398885822136,-22.525318194512966,0.3043009919367435,-22.84403948220795,0.09340207679743723,0.058368304161181606,0.607099107999426,1,5
-22.49452763065971,0.30272195208748814,-22.93688649113763,0.04016901646737998,-22.783589686587643,0.1183491068054842,-22.819848498588858,0.0987611227520377,0.07572029862561808,0.2507927968754912,-22.864513914807993,0.10103976966337308,-22.956620884031423,0.04136832915746014,-22.791412806695018,0.1524696668682687,-22.83324736413031,0.1225779200684324,0.05912454238334426,0.24652655243537386,-22.658111381887835,0.22199704272617077,-22.946602352848856,0.041192920805106926,-22.77638823398101,0.141517499564774,-22.848005955342092,0.09721677246757816,0.06903616093742669,0.2617484167921352,-22.605643919822384,0.2212181866965269,-22.909328408743477,0.05234537322794009,-22.62160625584113,0.21100764727046006,-22.8292909965465,0.09200185319489818,0.10152971980751406,0.44337672234580666,0,5
-22.5774348566562,0.18001334777652775,-22.65764450948315,0.14161707537145213,-22.435348409221827,0.25606959936035395,-22.72123814460116,0.11328969876187851,0.3282504096245384,0.5569668056275152,-22.80752201398146,0.12460435847659743,-22.865426850906058,0.08886301226124023,-22.776384269810855,0.1446969258273954,-22.796309148139386,0.1317678212908778,0.13831907572652308,0.24134471262254928,-22.733425322525314,0.14060247829058956,-22.79476132693973,0.10761149207422713,-22.550561610138107,0.2518707907147,-22.81330624864106,0.0980285900922309,0.21019375708208288,0.482930915569709,-22.639384611374247,0.14097756754982899,-22.754931833882406,0.09298550190176536,-22.206240872774472,0.37939434771493546,-22.72619064874367,0.10441003054026934,0.23059798070773926,0.9683074090640158,1,5
-22.780399334781436,0.11422028516899015,-22.950087862357403,0.03231482073964083,-22.405535690207987,0.3528918444930488,-22.85948561269432,0.07431523939587321,0.06664408612621218,0.7968004022409131,-22.916933982248167,0.07004302098145888,-22.96338352845513,0.039236695268584226,-22.7470994759848,0.19568437955874451,-22.90586012931336,0.0776010995778993,0.057171203136402254,0.3020112804886387,-22.861957041954582,0.07745351709970816,-22.95962477815275,0.029777828747440324,-22.387460409116933,0.38856558294606114,-22.88535132902661,0.06560616642113172,0.05949377238716571,0.8361791980338412,-22.889792028002184,0.025682285722655712,-22.909328532264567,0.021776323332058325,-21.39314636517952,0.7255734201951188,-22.76969889227464,0.051443932426610155,0.09565599155324504,3.664792320367882,0,5
-22.68744512750591,0.14194104660651757,-22.826297976904467,0.07784431365297291,-22.370430460259968,0.3263657334057258,-22.78141411547096,0.09759825813269593,0.17296304619370895,0.7584444869525051,-22.920253547947045,0.06515601521843464,-22.937761102520938,0.05387211852612422,-22.74535831008165,0.1894182499114133,-22.86561826561858,0.10166677662661769,0.07845244258053291,0.2964800470116318,-22.80029981788567,0.10367139550859196,-22.90846517562326,0.05103530128804017,-22.39561162670495,0.359782592004733,-22.84957588499843,0.07898535746103044,0.10442378399170592,0.7808078732912255,-22.77110284928957,0.06762548981378488,-22.82768024042716,0.05108460058160445,-21.773610036792356,0.5822781576065517,-22.762017878883675,0.07036985198518134,0.16834522870644555,2.0490762063425665,1,5
-22.512406184369777,0.2408631685570647,-22.905038023942325,0.04609301877973153,-22.565402907114436,0.20990312875843198,-22.75099733274876,0.11354678309487011,0.097553803441862,0.5182352956053226,-22.894304683606354,0.0837869793876002,-22.971800874290338,0.03309831691607975,-22.76644772954342,0.17649852135492788,-22.882574794549154,0.09180733079332856,0.048124008438214336,0.28057395218499104,-22.746776879676663,0.1489558881152894,-22.949749062272556,0.03658938138652559,-22.580342523022775,0.2597240243360287,-22.848772614651406,0.08964258371493092,0.06624014678371232,0.52015389712281,-22.508675908615412,0.13459327683391184,-22.892982671216664,0.028238787131924868,-21.68262270124597,0.5626695786204104,-22.710579677387774,0.07365380799352735,0.1036745278810585,2.4791115890219655,0,5
-22.818587215373107,0.10323792148891339,-22.9193537196001,0.05037338964365396,-22.524325462880135,0.29192551907878195,-22.833792181442487,0.09491580934460013,0.09273826511642343,0.5854485793427806,-22.8996217389767,0.08334128160477863,-22.962458866790605,0.04053916280556371,-22.804507043585808,0.15346866149420338,-22.87962660186984,0.09753499112176742,0.056541665244222744,0.232534352324853,-22.922560612733133,0.05363406229531582,-22.942418940956742,0.0428878631406147,-22.4994198078894,0.3415204796808598,-22.902217767910365,0.06486597741726434,0.07689221605871678,0.6374173326789906,-22.83363158136781,0.05799740433936523,-22.896393995865107,0.03782186293448608,-21.89559755825526,0.57370124689027,-22.841485540248684,0.05540282332631449,0.11493991873029431,1.8418752085555419,1,5
-22.412396566164446,0.264957506699375,-22.708078376240238,0.117041799293207,-22.59208475734513,0.16991888653232934,-22.66406120042993,0.13638898201751173,0.2605087302848034,0.3952204084035987,-22.873590658589823,0.09191701497248789,-22.909261268791774,0.06911146414811269,-22.819157516416176,0.1283244266432419,-22.783172928124248,0.1535039042000991,0.09701287934264406,0.20433751334257133,-22.762027528457416,0.1406500087527919,-22.862243550644354,0.08281198457460001,-22.68145552447885,0.1915425126498367,-22.791396164817257,0.12309592086759093,0.14060204330101342,0.34908585255851565,-22.709912345697944,0.14139574655099482,-22.798483723057267,0.09715357513012547,-22.537567259206217,0.23956932948048365,-22.70463807984754,0.14415595530962486,0.18515442039564536,0.5014910198079324,0,5
-22.788169501733112,0.1431196433464055,-22.949496094842207,0.04232457684759,-22.849646303779814,0.10278072793982934,-22.76116759825377,0.1616364052255743,0.06089361656992823,0.17851752601385015,-22.87536780746405,0.09779297461725742,-22.96998870765215,0.034596978392528864,-22.854377457656355,0.1126411402018425,-22.81831045812761,0.1388935123582891,0.04668435058874922,0.17688997324578995,-22.904883658943273,0.08113497288313347,-22.95889333209729,0.04369466243222238,-22.82864180963024,0.13755034664488183,-22.868311154009717,0.10766047956356001,0.05915643478263033,0.20388000380422633,-22.779524710437705,0.13587060067248047,-22.930415583953437,0.04871087653876733,-22.647946814630302,0.22338397726718276,-22.819392480401337,0.11154855965423095,0.08145801250867367,0.41742322129619225,0,5
-22.77660269714826,0.13473005532849136,-22.938213247336165,0.04359587212426642,-22.639727895904567,0.22431124262360824,-22.813885290045075,0.11238055524806302,0.07409768336864857,0.4317230605460541,-22.90103314972258,0.08798335058398964,-22.965230586221853,0.041360592643300484,-22.889500575884732,0.09668053967296046,-22.8815899165784,0.10270455571099268,0.0540999257410674,0.13749080769539926,-22.849266718681168,0.09564808445655332,-22.96339206338156,0.03191853739738013,-22.544826158476564,0.3059251421434597,-22.88732518221022,0.07358235738693664,0.05611338812349705,0.5803287774238942,-22.828638707652456,0.0833774899914637,-22.959489946916683,0.026241577749395985,-22.284331677092855,0.42037155174363694,-22.82059665885018,0.08713889159157714,0.05588069564589606,1.028550849795846,1,5
-22.80211930238698,0.12471210639631686,-22.943556940019572,0.04266322560472711,-22.750805445187982,0.15746755076785005,-22.776053472224902,0.14114078009930592,0.0668151451775515,0.2915802694888302,-22.892883820538792,0.0899657447746265,-22.970696037780943,0.03587198772276344,-22.82725952953957,0.13897512269681206,-22.892975318975218,0.08989963277251525,0.04964879064958439,0.20789496798604762,-22.89723539652405,0.07678424296637174,-22.964719768083764,0.03526595220773696,-22.667668965428334,0.24096385665859435,-22.895149907664816,0.07811245896592663,0.05531488348602878,0.4051838244303706,-22.844663342003233,0.07025240986059174,-22.934316055747633,0.033900744912486416,-22.18246461279189,0.4683343689247623,-22.850161886620015,0.06792786689771846,0.08041072135700257,1.2083936601231284,0,5
-22.828571373436322,0.10231327272587508,-22.945354486920667,0.03932608032386292,-22.61247342400037,0.24016270816417465,-22.800275556260452,0.11871409620277582,0.06689711332949952,0.47232318813704594,-22.89102049915119,0.08995562691026379,-22.97164425768821,0.03471444193947349,-22.78185343445362,0.17221817276108303,-22.921763860216654,0.06836415912939464,0.05019636934930886,0.2617603583841705,-22.848696355542437,0.09241282168950404,-22.967943638773793,0.02842574195646018,-22.505759632548866,0.32526941902836637,-22.887530019581313,0.07073159937348367,0.0519154147003909,0.6437999569362987,-22.913948622249013,0.03205788073129996,-22.85242745496074,0.05127200863886033,-21.885919738544022,0.57576620978879,-22.78783714358558,0.07275799282362061,0.14925962318287364,1.7879665872390982,0,5
-22.672035366021433,0.2210325867048072,-22.92926347316261,0.052801904305231635,-22.855994054723716,0.09639963536230087,-22.86084169425757,0.09341540497918639,0.08598063206053554,0.16808990814948904,-22.881237465348807,0.10438314682218407,-22.947483899191344,0.05468932640051343,-22.921753771003793,0.07360040920982652,-22.900844508102537,0.08933069873669172,0.0719402766989224,0.10143900690149306,-22.83626583047588,0.1265030996577347,-22.960345830947368,0.04102568876984801,-22.809745075499986,0.14618976506760217,-22.90684155012771,0.07658767588655746,0.06010240986802483,0.22593815961792654,-22.854972940788517,0.09387694231699246,-22.90575128024391,0.06428666602590807,-22.629315113007912,0.2451712841231308,-22.864436867877227,0.08824746354900394,0.10858773891488145,0.43159073169254447,1,5
-22.72771268482379,0.1599763437850219,-22.891481740289738,0.06623616516550926,-22.675771328222126,0.19305986595199792,-22.798528242166448,0.11755223503881379,0.11457220630613525,0.3664757881647053,-22.866546453470615,0.10292545029939565,-22.94437025137483,0.0505954205841763,-22.82079791837432,0.13564274790150116,-22.859780491890795,0.10767035787691548,0.07190260065110177,0.20978132945181266,-22.84106828358013,0.10325591927311047,-22.943407644614823,0.04372115737853085,-22.612017333491416,0.26079197343167676,-22.867062672432983,0.08755198916779727,0.0733195422247147,0.4720396890360897,-22.799283672807018,0.09692221016203165,-22.873025266071444,0.06293666454466804,-22.361548416397746,0.3594785234093026,-22.790991698872183,0.1009028773490784,0.13055888941996321,0.8094730588005501,0,5
-22.10729176369411,0.38235832265848024,-22.829413057907686,0.055121088999867826,-22.40726989925759,0.21745056652785957,-22.76856967824674,0.07450952388840938,0.16781987014030042,0.7035744811713555,-22.15656822746204,0.34463861470997015,-22.765193107558563,0.07408875794875235,-22.36028317987918,0.23526468625132896,-22.72894679018418,0.08600700444988714,0.22128747092369946,0.7286229228780916,-22.58571761264153,0.1688083145382501,-22.88737941104608,0.045343197568616954,-22.1332350503342,0.44010177311218585,-22.888365869493498,0.044997466756668665,0.12943957472951104,1.255103784881677,-22.530132279596458,0.15753019293658277,-22.785338162212962,0.06675103470967822,-21.96325036638419,0.4649443475171798,-22.788970390357733,0.06561893437583687,0.21455328580329763,1.4890205224166317,0,6
-22.08188184410205,0.36583198095563213,-22.798619239462113,0.05944053117956087,-22.230706517277564,0.2830270015049353,-22.82651681012777,0.051395177234910196,0.20901424071404984,0.9678438713759726,-22.29699300622662,0.3520904540604947,-22.897501671747012,0.04495036216067655,-22.529648460655025,0.21087511996413794,-22.87371929986774,0.05393172287180758,0.11762298061075674,0.5650838309544344,-22.51831377768545,0.17586485063517215,-22.859218303547582,0.048227611370529874,-22.010380980586707,0.46830109775665485,-22.859756872753163,0.04805843419575871,0.15357214711022169,1.4904176391764206,-22.63051446988412,0.11816525259700218,-22.723664331088074,0.08598002273875462,-21.91554870927864,0.4959928482869958,-22.80087747193926,0.0614824733477718,0.2817348887572785,1.504475948287504,1,6
-22.011543806022242,0.3740070024826096,-22.705613679357295,0.08032687283755942,-22.131704596730586,0.30756608128629986,-22.870532183873202,0.035758853248164836,0.3231547653998979,1.0492161032190925,-22.40498654113038,0.2795725136122179,-22.869965629817855,0.054805041084849515,-22.352661850026514,0.3120424919604103,-22.918608454548952,0.03677798889484016,0.15153747594842862,0.8218413125708002,-22.466236996589217,0.18155000517231729,-22.75681320400048,0.0747273977600329,-21.95282025944887,0.4657935974085391,-22.856392573679745,0.04470095453247543,0.2605842412920535,1.4703307270592574,-22.497945080735104,0.12140813176332017,-22.525333760379798,0.11341106743703022,-21.559345487237096,0.5821038903760611,-22.876648967324588,0.028093301750348597,0.5595400162394711,2.0211658842204203,0,6
-22.217387323587758,0.32577609499629356,-22.87713482586359,0.041975005190512824,-22.233975189538207,0.3161101548893197,-22.85383237552379,0.0491363963049841,0.13500340421558626,1.040668800148824,-22.563593654777506,0.23520700849215376,-22.918637068684795,0.04529694261622639,-22.553252788956364,0.24181225279153437,-22.87022559274295,0.06739704634521894,0.09686187950155321,0.5427341411477589,-22.609441437615658,0.1526385251725984,-22.92170212056779,0.032438022390878715,-22.06627441413643,0.47596317637068825,-22.88018849920047,0.046339334528742775,0.09488680227751918,1.4512890969943752,-22.60886369563079,0.12050408353988906,-22.787810459406014,0.06259721242579624,-21.81877599417279,0.5458705001169671,-22.83452568517956,0.04910997471216024,0.22195963689447484,1.8472278687366854,1,6
