bp_delta,bp_theta,bp_alpha,bp_beta,entropy,mi,coh_alpha,pac,label,subject
2.166167876000424e-12,5.148025809041211e-13,2.9171699487306497e-13,9.314158981111363e-14,3.9238825410318543,0.1156342275936775,0.21646122801851087,-0.011808314017305404,1,7
1.9959571624376063e-12,4.910587548370866e-13,2.935373693570448e-13,1.0101030746731303e-13,3.9196664216049335,0.14744441261106694,0.20789255075995008,0.0009819480208368625,1,7
3.890153534580332e-12,4.915938015451514e-13,2.8493119927633557e-13,1.0016555269349643e-13,3.751232599559744,0.334853693175671,0.3165679475123925,0.0019531662105384817,1,7
8.401223793683202e-12,6.993744133804557e-13,3.9226737670910267e-13,1.1728906186270398e-13,3.9055490609359174,0.410724066375724,0.20333686250903205,0.01425354170000177,1,7
5.520581375049135e-12,1.1507949387574143e-12,6.347597744869172e-13,1.1114238387576545e-13,3.5964881893041714,0.36951279029399364,0.22634249173888496,0.005879955343620863,1,7
7.564379729814545e-12,6.985515042481617e-13,3.331803582415541e-13,1.1211372247606673e-13,3.5429373776637663,0.4114351392238939,0.1961343013718119,0.014970275006100903,1,7
6.872203908298744e-12,9.445672364315225e-13,6.160524867015988e-13,1.180836216770342e-13,3.6675425780952393,0.38486926161916135,0.22730877040688216,-0.001652629348578797,1,7
1.0483981690432e-11,7.584476948930369e-13,3.4218262398670063e-13,1.2030457010996436e-13,3.670387309671211,0.3640415929501928,0.13144275234080496,0.0029368285912035647,1,7
3.4634953509878084e-12,8.124000667091656e-13,3.502064339360379e-13,9.538634396004165e-14,3.803311980259002,0.24103854854697715,0.22913977471850897,-0.010545514433997885,1,7
8.282089674842149e-12,6.734226011837323e-13,3.090166678569555e-13,1.4444742208895494e-13,3.6825959320000408,0.3579424928911774,0.13850485285309552,-0.009630730053623398,1,7
1.4777836988964517e-11,6.111723469024772e-13,2.959970383794412e-13,1.1253945932954865e-13,3.618512409944238,0.4826930351142189,0.19875567783575945,0.0040338731653284925,1,7
1.0462762003443076e-11,8.507495517603207e-13,3.983201315131075e-13,1.1221409450113013e-13,3.659536507267857,0.6388076213836534,0.18454554130954778,0.0031288972483176167,1,7
1.8485596738852997e-11,7.023497301171392e-13,4.0726146707193166e-13,1.1547284751159628e-13,3.5853272670393848,0.5805954869271086,0.19237429482380566,0.0016804568673391687,1,7
9.414997789983877e-11,2.5667675814528842e-12,6.798743135236205e-13,2.5322457465222177e-13,3.54948576458217,0.4021304341633932,0.2123402211117761,0.009299254804533523,0,7
6.1862822259356385e-12,5.801556237901971e-13,3.285031978536452e-13,1.467959130252324e-13,3.3226107526387763,0.2942641899498757,0.20776046809640117,0.016043433770009722,1,7
4.150273477176786e-12,5.713902899738858e-13,3.4671001380183264e-13,1.0983402542152502e-13,3.5567658809238365,0.3260057438983411,0.26018521908208675,0.0009655160470530232,1,7
2.3735598714759248e-12,6.415782052333875e-13,2.902120230906373e-13,9.460775733595637e-14,3.9191611206814727,0.29576819799627196,0.24783520311956958,-0.001583376347347816,1,7
5.428070891949926e-12,6.773386706359278e-13,5.293705006426008e-13,1.0433101373016537e-13,3.6777488773028972,0.3379691827053336,0.2689701325437135,-0.002789815503932936,1,7
4.662830871954242e-12,4.751344661078457e-13,2.3517847479896335e-13,1.0431369216062011e-13,3.4659302772704903,0.33279804759899423,0.21953085468590136,0.009741347747452802,1,7
5.6895337827131555e-12,5.591859911696448e-13,3.643596423713891e-13,2.0906575933196317e-13,3.5407031163382454,0.4305761173137966,0.19494016035913098,0.007913270047693237,1,7
2.3334725323149823e-12,1.4892176868821216e-12,2.7993198480236863e-12,2.693471300450586e-13,3.9048765044580236,0.1752876621506323,0.3404664626693943,0.004957922249479951,0,8
2.379434464418044e-12,1.6771102491120297e-12,2.150802288400368e-12,2.658021405591884e-13,3.816079215641884,0.19636041085776276,0.3068611500831186,-0.0021818159744250833,1,8
2.3455276659645865e-12,1.868507847852341e-12,2.7947675810966475e-12,2.5766155187057497e-13,3.833883871361575,0.1783331861089051,0.32632824593182874,-0.01646761420483966,0,8
2.221855605188209e-12,2.1949837104946546e-12,6.5857231300258344e-12,2.7326238358959383e-13,4.008238871906757,0.20347330210722994,0.401393494491342,-0.0014191601738836837,1,8
2.2952607890486276e-12,2.5153089693951053e-12,2.9605070294774408e-12,2.3494843944461557e-13,3.8711345376042585,0.14386931276913034,0.2584588142099468,-0.0003327758638083417,0,8
3.699991869652041e-12,1.3061591385690018e-12,6.054296326626118e-12,3.100541517498841e-13,3.895724767542651,0.17238682535940747,0.3329016638151924,-0.003762135774987523,1,8
2.5036583529149462e-12,1.928008798064026e-12,1.7027863248619472e-12,2.38860659410866e-13,3.8729127917490134,0.1430736267042723,0.34976979980719053,-0.0028419598870682338,1,8
2.2118946790497834e-12,2.5758598112952116e-12,3.3669691692707614e-12,2.1680038054126478e-13,3.7679001573663777,0.1803145874577501,0.2907975200387767,0.0020824734068528275,1,8
1.9984425942024846e-12,2.812176939126597e-12,6.924923829879698e-12,2.839177970027998e-13,3.9826938007639523,0.23423942819718363,0.29559622213221953,-0.002371538957637645,1,8
3.040730492685912e-12,2.162310788388504e-12,2.421001198457798e-12,2.1713471449287865e-13,3.9038840695415864,0.1531577428081704,0.25943618330709944,-0.0011465855230019062,1,8
3.1004603351940835e-12,2.575310633683538e-12,3.93320935690334e-12,2.1480172270265525e-13,3.871884391972996,0.16498948140996753,0.2806536448518231,-0.004497032521050864,1,8
2.4911367105390544e-12,3.595668590307432e-12,7.456883700353197e-12,3.4101883451106175e-13,3.9283518715233416,0.1858660194594862,0.2635994246482837,-0.010112869497608182,1,8
1.954422898538304e-12,4.039986684730308e-12,7.292043488304018e-12,2.494461921000106e-13,3.8581130352518267,0.22958397059657132,0.30327861526836114,0.0005343904789221832,1,8
2.1557427318417985e-12,1.6565627846650216e-12,2.0863976552754933e-12,1.7512921172019192e-13,3.9099819411680716,0.2115281430114843,0.2792843288946957,-0.0018765089225179694,1,8
2.3967525474048357e-12,2.2091056571320906e-12,1.3375283776927014e-12,1.857174947654762e-13,3.888570642316421,0.14139969083403858,0.24626822514262156,0.0071637947109690165,1,8
3.195070402355053e-12,1.5806604011053894e-12,1.0559825125344039e-12,2.0593587721615623e-13,3.902841063604483,0.13617912711959085,0.2721931783825466,0.001459820387758643,1,8
2.6018258722316737e-12,1.3510064765406828e-12,1.0766825713424328e-12,2.004161061021724e-13,3.9180173529133353,0.1494429691578526,0.30388167059276994,0.0028766422470695814,1,8
3.1893993388615104e-12,2.061804245918549e-12,2.3238851541995666e-12,2.5713872378203347e-13,3.834848057793364,0.16103456415314205,0.2788153134972802,0.0035902001344115387,1,8
3.416665835091169e-12,2.3709746205621774e-12,2.0018420961143153e-12,2.5693427412534414e-13,3.8975453186181817,0.13870088615082754,0.332206722515214,-0.004923333685511655,1,8
3.4541405202041744e-12,3.1009001276122795e-12,2.8614704371553534e-12,3.558982551699561e-13,3.7368863224279183,0.12839599242528726,0.3172692098175829,-0.005955634356623076,1,8
1.6210199838054007e-12,1.8743315807993284e-12,6.4991409906185394e-12,2.6467868781796617e-13,4.0067757204512775,0.2034651331068782,0.367767072729837,0.0007678778845368456,1,8
5.297396646131838e-12,9.597590481314872e-13,1.4268210698393985e-12,2.7540629507294323e-13,3.907009189245158,0.0803088160796368,0.27108175827573705,-0.0003382317878833723,1,9
4.300398195432083e-12,9.86261484018784e-13,3.1766437618982e-12,2.936834569209532e-13,3.950527026344928,0.10517458767078024,0.3108322732120968,-0.015324807411337169,1,9
3.5312599049946393e-12,9.458843502012653e-13,2.143438970979363e-12,2.7617614918760356e-13,3.9709519499083425,0.09277705759012872,0.295355522657138,0.0003512306250408187,1,9
3.516694012546532e-12,8.882578493632248e-13,2.5856353427470134e-12,2.7390173333896443e-13,3.8999500494957324,0.09695796562287134,0.2513338712656065,-0.00021049260868456115,0,9
3.119012119802589e-12,8.314524305122827e-13,3.392171159360865e-12,2.417241218487465e-13,3.9611636888724595,0.170040796906083,0.37705221435492137,-0.006928613448482213,1,9
2.8779865482848123e-12,9.15613539063143e-13,2.600866037944591e-12,2.1571412805163026e-13,3.9799795804365363,0.11229306578268526,0.347634429059071,-0.0016317808597835185,1,9
3.674707195746741e-12,8.081818840557652e-13,1.8115547286000457e-12,2.4196034700851743e-13,3.9274853606688245,0.11615020950064897,0.33658666069885096,0.005572323099716458,1,9
3.405150668823704e-12,8.482255010865702e-13,1.3470862806928694e-12,2.455085095347804e-13,3.910610861958578,0.09782490279145817,0.22764641516492307,-0.006056930731879989,1,9
4.302853092843243e-12,1.0815385548839734e-12,2.920858757264105e-12,2.311806518557592e-13,3.9143619719426073,0.12018711303301693,0.2893638249786535,0.003970373687755472,1,9
2.920910842225628e-12,8.00804378002276e-13,2.4750488662602986e-12,2.4885197833385465e-13,3.9268823901886103,0.137199650318068,0.348915299928423,-0.002554160502378213,1,9
3.168473122695272e-12,9.497238159140792e-13,2.334911402644778e-12,2.436272894791778e-13,3.9505623511708245,0.09040724817141337,0.29816861452723603,-0.005357123939187138,1,9
2.831332193115747e-12,9.409405699821228e-13,3.817316281476129e-12,2.732884491670113e-13,3.9738535456350608,0.14590354660020438,0.3232007779429469,0.0003724403881447396,1,9
3.8420871796144135e-12,9.09989196182022e-13,2.7240913925967444e-12,2.582088051694949e-13,3.888479272546637,0.10439294077608428,0.3619872324134424,0.0013476231118339076,1,9
2.768876968102812e-12,9.857567008085563e-13,2.628133568657853e-12,3.128590742048183e-13,3.939994963376428,0.10592691560650346,0.3068198582568507,-0.0019137209021319365,1,9
3.3397222581815436e-12,7.719724460115436e-13,1.21254838394915e-12,2.564883788130736e-13,3.958180505525243,0.08872284858397705,0.27769862736735595,-0.005482156396303424,1,9
3.301462082767405e-12,9.40903725661792e-13,2.8920874942281342e-12,2.579717974072053e-13,3.9812767709351635,0.07940904620093633,0.3193517260404025,-0.004812581724948876,1,9
2.806076172509962e-12,7.99943842084723e-13,2.2557630163373254e-12,2.7193106469187347e-13,3.9589739159223214,0.13675946318435853,0.37795275350910523,-0.010145681654065219,1,9
3.996903651502603e-12,7.08746981296877e-13,2.1932020307164505e-12,2.4770520051483306e-13,3.8954389023765295,0.1310475859434269,0.37038117753623157,-0.0006276707814572759,1,9
2.413409442859946e-12,9.432047744380085e-13,3.4432562570017186e-12,3.2444427555500353e-13,3.9406957413703316,0.13286373693726033,0.30501046595849385,-0.01077298824536567,1,9
3.1637039151937458e-12,1.1301564411987693e-12,4.1747224718165235e-12,3.1568552054423657e-13,3.998961756325886,0.17508573570303207,0.3365165753487234,0.0003896870313896319,1,9
3.3103156310333082e-12,9.544920568885492e-13,4.280963300420727e-12,2.812392529935309e-13,3.9837663882230965,0.16512927896994603,0.3695385941412496,0.01027937506706238,1,9
3.3849040256604647e-12,1.0471963896263192e-12,4.3051248796687125e-12,2.5302300870919315e-13,3.94580932862138,0.17553766555321185,0.38364510016849684,-0.0006603909555757781,1,9
4.1780511825243505e-12,8.965933394355831e-13,1.3236041075692663e-12,2.52394384814058e-13,3.9119116301033343,0.07907488062838454,0.25714686980605134,-0.0028236885182196365,1,9
4.50351188738463e-12,1.0989159968097904e-12,2.70291970998266e-12,3.022202793043044e-13,3.9744275127188313,0.09588699746421236,0.26883026053002884,-0.009485606950393155,1,9
3.821301850790557e-12,9.070617428805558e-13,2.3772671039999162e-12,2.8004687989639503e-13,3.9029102627233025,0.09869798871483164,0.3558285211073896,-0.0016817160694242053,1,9
3.1332065141773277e-12,1.1000004185338052e-12,3.1679771506131565e-12,2.5581725243194467e-13,3.984013709547705,0.1189534947280788,0.31139523719127277,-0.00993123216344799,1,9
3.4720427589033543e-12,9.304434330609677e-13,3.2777096927723935e-12,2.892682443239751e-13,3.952212954211723,0.08335447831210675,0.3379896315658534,-0.0007283115171987042,1,9
3.610734232833771e-12,1.0332171004074845e-12,2.1282145175618264e-12,2.719324710247922e-13,3.874516939591998,0.08828026787119655,0.34404416486271544,0.0014768768451385484,1,9
3.724577366487648e-12,1.4315095074690747e-12,4.349500360974433e-12,3.019212253155445e-13,3.984909744832052,0.17397450048213586,0.3683924781030408,-0.0006999694492842757,1,9
3.676838072393756e-12,9.527990453797e-13,2.447272518105468e-12,2.802121268906422e-13,3.9484515334030257,0.08801730595708976,0.28843288179633636,-0.007472200129053404,1,9
3.0066629483845548e-12,9.067042088645357e-13,3.471518217068227e-12,3.1948543572887643e-13,3.9538407991455347,0.1425413650956924,0.4003511772382849,6.967067806379682e-05,1,9
3.4220176946690313e-12,1.1843771824030987e-12,4.086443797658471e-12,3.288527036030434e-13,3.9063723956285203,0.13493903726297793,0.29520631212114856,-0.005696979975929151,1,9
2.9503667456425897e-12,9.287932552666892e-13,3.900175373806314e-12,3.409797691385925e-13,3.9456357770278494,0.12706889411644495,0.32171107948177513,0.0017517995173655277,0,9
3.4061732332996747e-12,1.0337423646231959e-12,2.50753741604581e-12,2.124133898442879e-13,3.9285384274160204,0.1971487523666565,0.29456161835764494,0.0018170733613241993,1,9
1.1302256093525521e-11,2.201367910576393e-12,2.347050052318116e-12,3.2505769730564077e-13,3.9377186887927795,0.0904380018696121,0.33109400345041395,-0.003931493952517483,1,10
8.974731652015938e-12,2.1203598630127684e-12,2.617664789982242e-12,3.519869183133246e-13,3.9509995962896864,0.07745062396606192,0.26992480461858137,-0.005607551005680364,1,10
6.0800098066810045e-12,2.0479315527740756e-12,2.960747526049208e-12,3.140686984887435e-13,3.9044257422878896,0.09170355796125484,0.2440921358978368,0.0005911106423659323,1,10
6.590383809929647e-12,1.445806758559244e-12,1.718099071716032e-12,2.988906674383533e-13,3.9224524235478206,0.07560427780040949,0.23787831967331421,-0.007023474213981026,0,10
5.92034697878221e-12,1.9091066406430026e-12,2.6950681745492083e-12,3.0493035867097736e-13,3.935309692917179,0.11352712565221428,0.26235740205536734,-0.008427764044075884,1,10
7.6661527846787e-12,1.3949234448355847e-12,1.9758272261944105e-12,2.9255464500895244e-13,3.8251164699805065,0.13951939736736446,0.3351661186165792,-0.0005895028338461477,1,10
5.868364053545355e-12,2.8811740439554438e-12,3.5815664700867185e-12,3.1767903793176714e-13,3.8582430249551463,0.11875761270428,0.3152878849884454,-0.003022947946896358,1,10
1.9392359552784132e-11,2.0817223005506497e-12,2.5263960857293233e-12,3.3920522484017945e-13,3.702346012450888,0.2459436640252727,0.30056455277865296,-0.0022448916975230083,1,10
1.1333996537340438e-11,1.9245682952583717e-12,2.848190703621485e-12,3.4821177669888504e-13,3.692053883799095,0.2157320858756205,0.29091462389208617,-0.0016496410872301834,0,10
2.2977444706440114e-11,2.1358879185800656e-12,2.8001100611078703e-12,3.4961784609612726e-13,3.771006066266637,0.15812086298700087,0.26779052429543293,-0.0002512097049550384,1,10
8.650887315710742e-12,1.4925311522722061e-12,2.0736020272749025e-12,2.671887964497417e-13,3.804879626123522,0.20292350907174403,0.2604275906964335,8.107687169840564e-05,0,10
4.717765922508572e-12,2.4243279337917518e-12,2.8487393673205322e-12,2.891433452165707e-13,3.8751954749381796,0.10402476218274961,0.3177202109183143,-0.013775374319174962,1,10
8.620022928458778e-12,2.173675110103801e-12,3.1144873145805592e-12,3.135667701930374e-13,3.6988783755078334,0.31967852040646244,0.3087553997496342,-0.012305591640444025,0,10
1.0644561695118704e-11,1.1668850587267133e-12,1.6263556644556049e-12,2.6378243950446073e-13,3.733801574410471,0.2391182147771444,0.23748322472066635,0.0024275805903252842,0,10
6.494451654622427e-12,1.3336242949991398e-12,2.347546163202019e-12,3.0338459682086263e-13,3.7146468329165225,0.23067479115678705,0.3386068993843472,0.003762170059005835,1,10
3.044184324883064e-11,2.930933095900734e-12,1.9355899816459005e-12,3.828481944797964e-13,3.526616865627339,0.21182202333244426,0.2691654886329531,0.0021513264488854426,1,10
4.467411073361542e-12,1.3928411663078712e-12,2.0339686684585734e-12,2.995401823703913e-13,3.8537559495842295,0.1517627264103047,0.3087656377685071,0.002957357638952443,0,10
1.6943230025752567e-11,2.40420827432573e-12,2.6408670099133026e-12,3.356105751389043e-13,3.767284002877163,0.27934376968144825,0.30911547740173306,0.0008789428793098279,1,10
4.005260155239366e-12,1.2356155117557788e-12,2.1896944967340473e-12,2.888077401750178e-13,3.7764420281278674,0.11715277285192945,0.2436632760694212,-0.002651557911893425,1,10
4.383383988306231e-12,1.1898745322753013e-12,1.6156481098327781e-12,2.6722912051932626e-13,3.8505430584283618,0.13596731918341412,0.2975581375386333,-0.004796199078413681,1,10
4.082382966869321e-12,1.794014019913718e-12,2.6039786523482575e-12,2.8928198553920223e-13,3.919425434492613,0.10046511502494977,0.309378047461618,-0.00037734947313205905,1,10
4.455148089551244e-12,1.3023695678514452e-12,2.904349110305084e-12,2.850526683148848e-13,3.900379487812327,0.12216985861193995,0.3571150702864533,-0.0027844453761324962,1,10
5.215307768919225e-12,1.2614204278630609e-12,1.911866637356981e-12,3.309931877605903e-13,3.8550530007676893,0.17252119440687053,0.33106565061182247,-0.005837727429952888,1,10
3.927561382002669e-12,1.075372677315564e-12,1.9551571334154584e-12,3.001325599338164e-13,3.9325815703277534,0.15920138246356225,0.32505744450954743,-0.005333044528864871,0,10
3.6488042309813006e-12,1.2606276140275448e-12,2.365845244615322e-12,4.1565147517917244e-13,3.8767526712692324,0.12287694529290222,0.3153563230753663,-0.006050112728540757,1,10
3.949598878454929e-12,1.0923811056258877e-12,1.9019718718715247e-12,3.334030583814195e-13,3.8472376990815746,0.13015457619758286,0.314523505899817,-0.0004433939384188672,1,10
3.761969129340185e-12,1.5789687096449602e-12,3.2695492217914224e-12,3.4848789101770486e-13,3.7697279361937692,0.15977345022007594,0.30815250094893665,0.004168456869196436,1,10
3.699238468767363e-11,2.188978878101141e-12,1.1523795416297446e-12,3.066777284359355e-13,3.705397846032776,0.22951617861981952,0.22669810692456313,0.00529067040533641,0,10
5.615925551571533e-12,1.4070916710175543e-12,2.5507661601723035e-12,3.25621449121674e-13,3.7015667029033144,0.17509409035531284,0.2966790123463923,0.0025138020931862824,1,10
6.040762553760163e-12,1.967220336110472e-12,2.1218144831782103e-12,3.4130916241982877e-13,3.801112866186952,0.1885419494547311,0.24213512963365244,-0.002288123249892046,0,10
6.41835314933648e-12,1.262829982725375e-12,2.1035638301822576e-12,3.629296330638175e-13,3.8342350585381824,0.2743846849158107,0.32406466630411773,-0.00647423314585549,1,10
1.072708505100755e-11,1.4639260512240407e-12,1.7759996406702379e-12,3.334249493555521e-13,3.7146163293891448,0.3677129142206271,0.29330062963679865,-0.003254364801791888,1,10
1.3281330210032299e-11,1.7258281724856632e-12,2.5098852100562387e-12,4.3174980676500065e-13,3.653432922002591,0.24080321741018654,0.31760549052790543,0.0046034631069653345,1,10
9.79000670667443e-12,2.1363841221712905e-12,3.131162697992432e-12,4.549731354624683e-13,3.857531136624935,0.10482514307880968,0.3214021542210923,-0.001195409716925748,1,10
1.3508893093256311e-11,1.3569673285497714e-12,3.4223612513441235e-12,3.9135133088190024e-13,3.688320448361533,0.3084660817316348,0.28301711884490954,-0.011281607888726956,1,10
4.385721355632549e-12,1.282412000590838e-12,2.230900934992122e-12,3.1810576900089455e-13,3.7938443677555003,0.16137748627785697,0.3715375583280903,0.003586102213623441,1,10
4.238461705640666e-12,1.1996685801576832e-12,2.493537408225671e-12,3.525236424371286e-13,3.6644681458633395,0.24788166792214456,0.2710091581040809,-0.008525559614985828,1,10
2.9142348335884314e-11,2.7234397396181363e-12,1.7986723232673763e-12,3.194109163981931e-13,3.7101553491760604,0.15723730729701338,0.18896985547250733,0.007165873780318556,0,10
1.6321857127552208e-12,8.951861187439752e-13,2.003997398749995e-12,1.7827374511345623e-13,3.863836866727668,0.13221589923372984,0.2868188435146777,-0.013756485430161822,0,11
1.8729331978882814e-12,7.710118291778958e-13,9.322497854667576e-13,1.5417001913161574e-13,3.8670413091701668,0.1571345359626867,0.2795223567569718,0.013550959630706008,1,11
1.8650806662858788e-12,9.177768218050855e-13,1.2547490459633844e-12,1.844437880297055e-13,3.9624918674052614,0.1270193841458131,0.2662039929476147,-0.0019984726474224523,1,11
1.326326181898138e-12,1.1020795769895996e-12,1.8913032777115672e-12,1.9781355703955652e-13,3.948223355754198,0.12480250090164835,0.2603890925776548,-0.008753180390522017,1,11
1.9436962005666225e-12,9.16016887216322e-13,8.278369692564942e-13,2.214688999473719e-13,3.927447552027889,0.12582457124357507,0.22747523611903595,-0.005291126998972698,0,11
2.2954721457289064e-12,7.8191454237869e-13,6.051535678230327e-13,1.7885094077369092e-13,3.91797864466131,0.20497216680672303,0.28718982262829434,0.003674938825651915,1,11
1.7113947494398064e-12,8.627941639487322e-13,1.8228792232849694e-12,1.7909492501736528e-13,3.9699118222909435,0.13632342705432618,0.27331640782011996,0.0006908818466487342,1,11
1.0858784173328184e-12,7.422224434577589e-13,1.1972226160058864e-12,1.5517886674867102e-13,3.936809515358367,0.1496064537155667,0.2616287919343964,0.011698977983824087,1,11
1.886868033605828e-12,1.0221082652694609e-12,1.8005727288567462e-12,1.5307917583503837e-13,3.999095609786014,0.19327160885560624,0.21496067468801963,-0.00029024940782840236,1,11
2.2887707573916603e-12,8.791901292796352e-13,2.1495782139894514e-12,1.472073823072914e-13,3.982121558823975,0.18171988911965797,0.25809619100110576,-0.0022239749437892135,1,11
2.5840119608771725e-12,9.728230869045173e-13,1.6357504941626226e-12,1.5392887292929333e-13,3.9563116802413814,0.15444273002338485,0.20974267779789937,0.006235341061112487,1,11
1.704597218457625e-12,1.1241581442987716e-12,2.5293470446051537e-12,1.9480643386604304e-13,3.970276061252704,0.1408427943763962,0.27819908377402064,-0.002768404833193554,1,11
1.6991666142597787e-12,1.1773108881591814e-12,1.8070763616797461e-12,1.5367017984759026e-13,3.992899786366482,0.17307357552719219,0.2818728935172502,-0.012420080265777424,1,11
1.180760962586459e-12,1.1276489130444126e-12,2.0057408525752778e-12,1.3998213189677922e-13,4.022167288134186,0.10494859506986785,0.3803060146195639,0.00463826130686094,1,11
1.0662821638972155e-12,8.971269024897297e-13,1.7080547842893692e-12,1.2992068940075284e-13,4.032538100439435,0.1349095481692293,0.28789624952205917,0.002444835835585755,1,11
1.1395681074581333e-12,7.944838589144256e-13,1.6586905701688797e-12,1.507738525757495e-13,3.9944642134172703,0.11828881831546907,0.2782365305370365,-0.0004261681722612829,1,11
2.4355083761992983e-12,1.069349023739781e-12,2.558238987888618e-12,3.016654646490683e-13,3.675477591585735,0.17459378496141334,0.2660883162660141,0.004199773071425791,0,11
1.3488759812397973e-12,1.1753612146809793e-12,2.033491491507177e-12,1.3261293323861548e-13,3.9935206092854743,0.11647900465187645,0.24531088992315417,-0.006777286025156661,1,11
1.7717772314113585e-12,1.0292137522729953e-12,2.2321959903174998e-12,1.45479656970581e-13,4.00936145418982,0.10940793912014363,0.28617786286915275,0.0015384250780253756,0,11
2.479221026136896e-12,1.0703506493114622e-12,1.867444840901146e-12,1.9624304325651888e-13,3.803165680380433,0.10702240019412296,0.259029524806048,0.014373704446321788,1,11
1.7432125371064335e-12,1.2457184383203895e-12,2.256347978445097e-12,1.4616785291722287e-13,4.017972812812703,0.14417297330520681,0.33879075129212927,-0.014268448832741022,0,11
1.2621103635394053e-12,8.60781551537094e-13,1.7826908038736068e-12,1.6970102888048041e-13,3.969784305784203,0.09714256734712162,0.2899756882256849,-0.0008484859430698995,1,11
1.4622630528981416e-12,1.0547502148843843e-12,1.549554122604455e-12,1.1787559968900683e-13,4.0296566557613875,0.08900151211729376,0.22946789133408949,0.002539282336579596,1,11
1.895498742405535e-12,9.770788141285438e-13,1.8572924363450796e-12,1.3916134703013285e-13,3.8094049509723265,0.11565008994447588,0.27744871548032424,0.014665978072408038,1,11
1.0773834696104544e-12,8.639861306758023e-13,1.780049702124765e-12,1.1372642972649128e-13,3.991718684655072,0.10432565105731209,0.3265498099300705,-0.0014276958184141222,1,11
9.630751193929178e-13,8.509722123039082e-13,1.2318222770418905e-12,1.1489445691928991e-13,3.5981379985539386,0.1347533123948401,0.2802990556290734,-0.01098111856896685,1,11
1.6639410464909767e-12,1.039251275697354e-12,1.9523057158108863e-12,1.599008767754096e-13,3.9974573336792356,0.12392112309343627,0.25501757886303095,0.00033049864890745753,1,11
1.4436769718423239e-12,1.2601380911519956e-12,1.5286663592504881e-12,1.5382253580955779e-13,3.960025013158644,0.13092294573993946,0.28862227925792955,0.0013334307054966425,1,11
1.5175106717505846e-12,9.448856187294587e-13,1.630752775490521e-12,1.2007213850565375e-13,4.000361146167832,0.10832325917773765,0.24325202661463063,-0.0006063717701568106,1,11
1.5659663352429993e-12,1.1383529289888315e-12,1.7553463227176064e-12,1.6626665632467943e-13,3.677174931659668,0.14713371495829988,0.22870776956018443,-0.008961170559024768,1,11
1.2928404087976276e-12,1.0646227714027389e-12,1.9957702028776396e-12,1.4020939543263957e-13,3.9972226154117028,0.14119774825404804,0.252144562389634,0.00654513180497442,1,11
1.1367248637167954e-12,1.092101840778373e-12,2.532184384214287e-12,1.4101941879841277e-13,4.000682794611196,0.14306636613657528,0.2565842536042101,-0.0054734879891850064,1,11
2.4284719768787764e-12,7.596240397504767e-13,1.3104450251195545e-12,1.937427701974375e-13,3.9707941491181167,0.11364674974679184,0.2813975772253171,-0.004389243353483754,1,11
3.834077564520328e-12,9.023155390784785e-13,1.349893940396115e-12,1.960708586926203e-13,3.9160729234032257,0.12758246649047258,0.26528248386759407,-0.004582291720875457,0,11
1.1792675359497194e-12,1.3501888879536499e-12,2.2643329075305315e-12,1.4775704520098016e-13,4.020958637022349,0.1367393932446391,0.2896601656628023,0.015383021382399022,1,11
1.013170097217382e-12,1.1178093971858252e-12,2.162770689925224e-12,1.320098204111107e-13,4.030749591808885,0.1147163690992969,0.2571153345339502,-0.009659507568739484,1,11
3.644233095548365e-12,1.1662115332166993e-12,1.9481008428589246e-12,3.671185062902891e-13,3.4257017413187603,0.1471886383920853,0.22764751526937485,0.001768860098851745,1,11
1.6030855429748163e-12,7.960889162854376e-13,1.5422494308383586e-12,1.9819500305888878e-13,3.9550717059538107,0.13878112827758213,0.2791647969464696,0.014692700251026113,1,11
1.3724463118010544e-12,1.3837175683916806e-12,2.2695725598904777e-12,1.5876034707434396e-13,4.012592071050224,0.0892438371311088,0.255483240175845,0.0029664065539567546,1,11
1.359700617627521e-12,1.4964355407127185e-12,2.211853367607943e-12,1.3643565099237986e-13,4.0368443212007605,0.13439333532063366,0.2614026289783824,-0.0004022692325577736,1,11
3.1975865671000866e-12,1.0874607231197538e-12,1.976715930738669e-12,3.242588061820173e-13,3.7156209769933914,0.11786773828909052,0.3006792872623412,0.008342088186111969,1,11
1.058126347498999e-12,1.3396863347030534e-12,2.03824496894367e-12,1.648366823892825e-13,4.025665951430859,0.09739401740636695,0.2473017414507477,0.003566662661203269,1,11
1.1639096409376548e-12,1.529436654152287e-12,2.4204027871290096e-12,1.6097032960969028e-13,4.028311531771196,0.14278787713578878,0.2767021656092906,0.01143757212232814,1,11
1.0561229487247377e-12,1.4163614514807604e-12,2.3599483223693913e-12,1.2856239124074282e-13,4.008526814217495,0.09830210778678353,0.3122141103818909,0.0038552557849209105,1,11
1.148694961834212e-12,1.2174484288741268e-12,2.476814537104035e-12,1.894360309046511e-13,4.020717225409497,0.13714778711633138,0.32988247639939566,-0.0002714545109974522,1,11
1.0958849829013522e-12,1.4255295205494232e-12,2.223258636123872e-12,1.4603205471389711e-13,4.002263365740806,0.10945203406302721,0.25706508206954387,-0.005146382564233753,1,11
1.146707157153847e-12,1.024230637090755e-12,2.3628603955206976e-12,1.6157786225728487e-13,3.9742958893030815,0.14022603952268978,0.262152995698665,-0.0021419263944329925,1,11
2.600949168969302e-12,9.98634895484265e-13,6.767772715634253e-12,6.247342266818388e-12,3.9623960593403935,0.24006633725462426,0.37017830722583595,-0.007411548697798334,0,12
